💓AKTV🚀📶,#genre#
🎞️搞笑喜剧,http://iptv.jxpan.vip:18888/aio/huya/11342423
🎞️斯坦森,http://iptv.jxpan.vip:18888/aio/huya/21059588
🎞️李连杰,http://iptv.jxpan.vip:18888/aio/huya/11342390
🎬️林正英电影,http://iptv.jxpan.vip:18888/aio/huya/11342421
🎞️梁家辉,http://iptv.jxpan.vip:18888/aio/huya/11342429
🎞️欢笑影院,http://iptv.jxpan.vip:18888/aio/huya/11352894
🎞️沈腾,http://iptv.jxpan.vip:18888/aio/huya/11601968
🎬️沈腾电影,http://iptv.jxpan.vip:18888/aio/huya/11601968
🎞️洪金宝,http://iptv.jxpan.vip:18888/aio/huya/11279251
🎞️港片,http://iptv.jxpan.vip:18888/aio/huya/11602043
🎬️狄仁杰电影,http://iptv.jxpan.vip:18888/aio/huya/30080229
🎬️王晶电影,http://iptv.jxpan.vip:18888/aio/huya/11602058
🎬️甄子丹电影,http://iptv.jxpan.vip:18888/aio/huya/11352935
🎞️英叔,http://iptv.jxpan.vip:18888/aio/huya/11342421
🎞️警匪,http://iptv.jxpan.vip:18888/aio/huya/11352886
🎬️贺岁电影,http://iptv.jxpan.vip:18888/aio/huya/11601986
🎬️金庸武侠,http://iptv.jxpan.vip:18888/aio/huya/11342435
🎬️黄渤电影,http://iptv.jxpan.vip:18888/aio/huya/11352876
🎞️黑帮斗争,http://iptv.jxpan.vip:18888/aio/huya/11342419
XXXX影院,http://zzy789.xyz/douyu1.php?id=508118
冰冰影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=74374
冰冰影厅✔原,http://zzy789.xyz/douyu1.php?id=74374
凌儿影院,http://zzy789.xyz/douyu1.php?id=1377142
凌儿影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1377142
刀刀影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=747764
刀刀影院✔原,http://zzy789.xyz/douyu1.php?id=747764
华语影视✔原,http://zzy789.xyz/douyu1.php?id=3928
华语影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3928
华语房✔原,http://zzy789.xyz/douyu1.php?id=85894
华语电影,http://zzy789.xyz/douyu1.php?id=3928
华语经典,http://zzy789.xyz/douyu1.php?id=434971
可乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=20415
可乐电影,http://zzy789.xyz/douyu1.php?id=20415
女神60帧✔原,http://zzy789.xyz/douyu1.php?id=747764
星爷房✔原,http://zzy789.xyz/douyu1.php?id=122402
林正英电影,http://zzy789.xyz/douyu1.php?id=7356023
橙記港剧✔原,http://zzy789.xyz/douyu1.php?id=4549169
橙记港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=4549169
欢乐综艺,http://huanqiuzhibo.cn/manifest/douyu.php?id=131977
欧美房✔原,http://zzy789.xyz/douyu1.php?id=20415
热门港剧✔原,http://zzy789.xyz/douyu1.php?id=5522351
特辑影院,http://zzy789.xyz/douyu1.php?id=3637778
特辑电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637778
神乐影片,http://zzy789.xyz/douyu1.php?id=85894
神乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=85894
粤语电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=1226741
粤语综艺,http://zzy789.xyz/douyu1.php?id=7919720
蚂蚱影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6079455
贝爷MAX厅,http://zzy789.xyz/douyu1.php?id=4332
贝爷贰厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=4332
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
💓台湾台📶,#genre#
AXN电影,https://pixman.mytvsuper.com.mp/Smart.php?id=axn_twn
AstrQJ国,https://haoyunlai.serv00.net/Smartv-1.php?id=Quanjia
Astr欢喜,https://haoyunlai.serv00.net/Smartv-1.php?id=Huahee
Astr爱奇,https://haoyunlai.serv00.net/Smartv-1.php?id=Qiyi
CInemax,https://pixman.mytvsuper.com.mp/Smart.php?id=cinemax_twn
ELEVENSPORTS1,http://108.181.20.197/livehttpplay?channel_id=10104
ELEVENSPORTS2,http://108.181.20.197/livehttpplay?channel_id=10105
ELTA体1,https://pixman.mytvsuper.com.mp/Smart.php?id=eltasport_twn
ELTA体3,https://pixman.mytvsuper.com.mp/Smart.php?id=eltasport3_twn
ELTA体育1,http://108.181.20.197/livehttpplay?channel_id=20043
ELTA体育2,http://108.181.20.197/livehttpplay?channel_id=20107
ELTA影剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eltayingju_twn
ELta影剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eltayingju_twn
ELta综合,https://pixman.mytvsuper.com.mp/Smart.php?id=eltazonghe_twn
EYE-戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eyetvxiju_twn
EYE-戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eyetvxiju_twn
EYE-旅游,https://pixman.mytvsuper.com.mp/Smart.php?id=eyetvtravel_twn
Eleven一,https://pixman.mytvsuper.com.mp/Smart.php?id=golfchannel_twn
FGM电影,http://108.181.20.197/livehttpplay?channel_id=10123
HBo,https://pixman.mytvsuper.com.mp/Smart.php?id=hbohd_twn
HBo家庭,https://pixman.mytvsuper.com.mp/Smart.php?id=fyi_twn
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITs电影,http://37.27.111.214:8080/live/28/hls.m3u8
MTv,https://pixman.mytvsuper.com.mp/Smart.php?id=mtvhd_twn
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$LR•IPV4『线路2』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$LR•IPV4『线路3』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS新闻,https://live.tvfix.org/live/tvbsnews/1/v4000000/index.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS精彩,http://108.181.20.197/livehttpplay?channel_id=20136
tvbs新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbs_n
tvbs欢乐,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbshuanle_twn
tvbs闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbs
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=sanlitaiwan
东森幼幼,https://pixman.mytvsuper.com.mp/Smart.php?id=yoyo_twn
东森洋片,http://108.181.20.197/livehttpplay?channel_id=20080
东森洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvwestern
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森财经,http://108.181.20.197/livehttpplay?channel_id=20078
东森财经,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvcaijing_twn
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
中天新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=ctinews
中视,http://108.181.20.197/livehttpplay?channel_id=20088
中视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=zhongshihd_twn
亚洲TLC,https://pixman.mytvsuper.com.mp/Smart.php?id=tlc_twn
亚洲旅游,https://pixman.mytvsuper.com.mp/Smart.php?id=asiatravel_twn
亚洲美食,https://pixman.mytvsuper.com.mp/Smart.php?id=afc_twn
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
八大娱乐,https://pixman.mytvsuper.com.mp/Smart.php?id=badaentertain
八大娱乐,http://108.181.20.197/livehttpplay?channel_id=20071
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
公视,http://108.181.20.197/livehttpplay?channel_id=20087
公视台语,https://pixman.mytvsuper.com.mp/Smart.php?id=ctv2_twn
动画片,http://61.221.215.25:8800/hls/40/index.m3u8
华艺综合,https://pixman.mytvsuper.com.mp/Smart.php?id=weishichinese_twn
华视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ctshd_twn
博斯无限,https://pixman.mytvsuper.com.mp/Smart.php?id=bosiunlimited_twn
博斯网球,https://pixman.mytvsuper.com.mp/Smart.php?id=bositennis_twn
博斯运动,http://108.181.20.197/livehttpplay?channel_id=10131
博斯运动壹特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosisport1_twn
博斯运动贰特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosisport2_twn
博斯高球壹特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosigolf1_twn
博斯高球贰特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosigolf2_twn
台视,http://108.181.20.197/livehttpplay?channel_id=20076
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视综合,https://pixman.mytvsuper.com.mp/Smart.php?id=ttvzhonghe
台视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ttv_taiwan
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
壹新聞,http://108.181.20.197/livehttpplay?channel_id=20028
壹新闻,http://108.181.20.197/livehttpplay?channel_id=20028
大爱壹,https://pixman.mytvsuper.com.mp/Smart.php?id=daai_twn
大爱贰,https://pixman.mytvsuper.com.mp/Smart.php?id=daai2_twn
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
天映经典,http://108.181.20.197/livehttpplay?channel_id=20063
好消息贰,https://pixman.mytvsuper.com.mp/Smart.php?id=good2_twn
好莱坞电影,http://108.181.20.197/livehttpplay?channel_id=20062
好莱电影,https://pixman.mytvsuper.com.mp/Smart.php?id=hollywoodmovies_twn
寰宇新聞,http://222.128.55.152:9080/live/hy.m3u8
寰宇财经,https://pixman.mytvsuper.com.mp/Smart.php?id=huanyutaiwan_twn
尼克动画,http://108.181.20.197/livehttpplay?channel_id=20089
年代新聞,http://108.181.20.197/livehttpplay?channel_id=20033
年代新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=niandainews_twn
年代新闻,http://108.181.20.197/livehttpplay?channel_id=20033
探索亚洲,https://pixman.mytvsuper.com.mp/Smart.php?id=discoverytwn_twn
星河,http://108.181.20.197/livehttpplay?channel_id=20070
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ftvhd_taiwan
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
纬来娱乐,http://108.181.20.197/livehttpplay?channel_id=20202
纬来戏剧,http://108.181.20.197/livehttpplay?channel_id=20200
纬来日本,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandjapan
纬来日本,http://108.181.20.197/livehttpplay?channel_id=20303
纬来电影,http://108.181.20.197/livehttpplay?channel_id=20199
纬来电影,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandmovie
纬来精彩,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandspecial_twn
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
纬来综合,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandzonghe
纬来育乐,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandyule
采昌,http://108.181.20.197/livehttpplay?channel_id=20141
野生动物,https://pixman.mytvsuper.com.mp/Smart.php?id=natgeowild_twn
阿里郎综,https://pixman.mytvsuper.com.mp/Smart.php?id=arirang_twn
靖天卡通,https://pixman.mytvsuper.com.mp/Smart.php?id=jingtiancartoon_twn
靖天国际,https://pixman.mytvsuper.com.mp/Smart.php?id=jingtianintl_twn
龙华偶像,http://108.181.20.197/livehttpplay?channel_id=20023
龙华偶像,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuaidol_twn
龙华卡通,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
龙华日韩,http://108.181.20.197/livehttpplay?channel_id=20081
龙华日韩,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuawestern_twn
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华电影,https://pixman.mytvsuper.com.mp/Smart.php?id=xingwei_movie
龙华经典,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华经典,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuajingdian_twn
龙祥时代电影,http://108.181.20.197/livehttpplay?channel_id=20114
龙祥电影,https://pixman.mytvsuper.com.mp/Smart.php?id=lungxiangtime_twn
💓港澳台📶,#genre#
18台赛马,https://live.tvfix.org/live/c18/index.m3u8
18台赛马频道,https://live.tvfix.org/live/c18/index.m3u8
18赛马,https://live.tvfix.org/live/c18/4/v200000/index.m3u8
AXN,https://live.tvfix.org/live/axn/index.m3u8
FashionBox,https://live.tvfix.org/live/fashion/index.m3u8
HOY76,http://bziyunshao.synology.me:8891/bysid/76
HOY77,http://bziyunshao.synology.me:8891/bysid/77
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY78,http://bziyunshao.synology.me:8891/bysid/78
HOY78,http://cdn.163189.xyz/live/hoy/stream.m3u8
Nick Jr,https://live.tvfix.org/live/nickjr/index.m3u8
PopC,https://live.tvfix.org/live/popc/index.m3u8
PopC,https://live.tvfix.org/live/popc/2/v4000000/index.m3u8
ROCK Action,https://live.tvfix.org/live/rockac/index.m3u8
ROCK综艺娱乐,https://live.tvfix.org/live/rockzy/index.m3u8
RTHK-31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK-31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-31,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK-32,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
RTHK-32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK-32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK-32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK-33(CCTV1),http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
RTHK-33(CCTV1),https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34(CGTN-D),https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35(CGTN),https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
SUPER Kids Channel,https://live.tvfix.org/live/kid/index.m3u8
TVB Plus,https://live.tvfix.org/live/inews/index.m3u8
TVB Plus,http://60.248.77.83/sat/hk031.flv
TVB Plus,http://60.248.77.83/sat/hk011.flv
TVB Plus,https://live.tvfix.org/live/tvbplus/2/v4000000/index.m3u8
TVB Plus,https://live.tvfix.org/live/tvbplus/index.m3u8
TVBJ1,http://cdn3.132.us.kg/live/j1/stream.m3u8
TVB千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB千禧经典,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
TVB娱乐新闻,http://php.jdshipin.com/smt.php?id=Tvbentertainment
TVB娱乐新闻,https://live.tvfix.org/live/enews/index.m3u8
TVB无线华丽,http://php.jdshipin.com/PLTV/iptv.php?id=huali
TVB无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路1』
TVB明珠台,https://live.tvfix.org/live/pearl/index.m3u8
TVB明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
TVB明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
astroAod,http://php.jdshipin.com/smt.php?id=Aodhd
astroAod,http://cdn9.163189.xyz/smt1.1.php?id=Aodhd
astro爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,https://live.tvfix.org/live/fhzw/index.m3u8
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,https://live.tvfix.org/live/fwzx/1/v4000000/index.m3u8
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
创世电视,https://live.tvfix.org/live/chuangshi/index.m3u8
天映经典,http://bx.757888.xyz/api.php?id=tyjd
天映经典,https://live.tvfix.org/live/tyjd/index.m3u8
娱乐新闻台,https://live.tvfix.org/live/enews/index.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳视卫星,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视澳门,http://php.jdshipin.com/PLTV/iptv.php?id=asam
澳视澳门,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳门Mac,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
澳门Mac,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳门莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
美亚电影,https://live.tvfix.org/live/mydy/index.m3u8
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,https://live.tvfix.org/live/jade/index.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$LR•IPV4『线路11』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$LR•IPV4『线路5』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8$LR•IPV4『线路2』
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
更新时间,#genre#
(军)Channel,https://cmc-ono.amagi.tv/playlist1080_p.m3u8
(团)周杰伦MV,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
(嫖)音乐欣赏,http://61.221.215.25:8800/hls/49/index.m3u8
(白)AMC音乐,https://AMChls.wns.live/hls/stream.m3u8
20250628 18:28:38,https://gitee.com/wzbdyr/xcz/raw/master/about1080p.mp4
Q群：680800061,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/dee3e3af-2706-3e77-a952-91b99f6d1819/5711200/manifest.m3u8
请你加入QQ群,http://em.21dtv.com/songs/60152864.mkv
音乐_AT_KroneHit,http://bitcdn-kronehit.bitmovin.com/v2/hls/master.m3u8
音乐_捷克_Ocko,https://ocko-live.ssl.cdn.cra.cz/channels/ocko/playlist/cze/live_hq.m3u8
音乐_捷克_Ocko Expres,https://ocko-live.ssl.cdn.cra.cz/channels/ocko_expres/playlist/cze/live_hq.m3u8
音乐_捷克_Ocko Star,https://ocko-live.ssl.cdn.cra.cz/channels/ocko_gold/playlist/cze/live_hq.m3u8
